source,destination,hamming_distance_ups,hamming_distance_downs,hamming_distance_LR,hamming_distance_total,fitts_ratio,normalized_fitts_ratio
1,8,0,0,4,4,0.3227592813832133,0.22074901494835097
1,9,0,0,5,5,1.4791829680896207,1.0116771289575208
1,10,0,0,6,6,1.7530972873945885,1.1990189643578415
1,11,0,0,8,8,0.05928539353524289,0.04054784162253642
1,12,0,0,7,7,0.003315464142794885,0.00226758914718731
1,13,0,1,27,28,0.09965661707348195,0.06815946533830748
1,14,0,1,8,9,0.29355934143962753,0.20077791465505102
1,15,0,2,1,3,10.258417952534831,7.016175176266586
1,16,0,1,7,8,0.03399800274981495,0.02325270271104066
1,17,0,1,26,27,0.1505735473980088,0.10298375347392268
1,18,0,1,31,32,0.11866430045480537,0.08115964108815817
1,19,0,1,32,33,0.3614200133901989,0.24719075961685338
1,20,0,1,29,30,0.28055131127186583,0.19188116090827817
1,21,0,1,30,31,0.13134057971014493,0.08982949605509874
1,22,0,2,27,29,0.3698514883798498,0.25295740958134266
1,23,0,1,35,36,0.15983729248659226,0.1093196289111016
1,24,0,1,34,35,0.18561845293354978,0.12695247822375735
1,25,0,1,9,10,0.7230246782893457,0.49450781037716907
1,26,0,1,28,29,0.49965648326453843,0.34173665284080873
1,27,0,2,15,17,1.4460600807620936,0.9890229554866256
1,28,0,0,10,10,1.8681382962097601,1.2777004797763303
1,29,0,1,11,12,0.749127383516778,0.5123605780551385
1,30,0,3,13,16,2.3167987447361744,1.5845587415559477
1,31,0,0,12,12,0.7774350143905872,0.531721389630052
1,32,0,1,8,9,1.1864942137031003,0.8114946463953179
1,33,0,2,9,11,1.5470995991257268,1.0581282467552158
1,34,0,1,39,40,0.39647883721300325,0.27116900368458347
1,35,0,1,37,38,0.8364501896425671,0.572084417295897
1,36,0,2,16,18,2.365390502726863,1.6177927438907016
1,37,0,0,13,13,1.9677835555479446,1.3458521770688414
1,38,0,1,4,5,2.10574040688298,1.4402068270949306
1,39,0,1,33,34,0.20364617108391173,0.1392824134200559
1,40,0,1,10,11,0.8973058739978849,0.6137062486429997
1,41,0,1,13,14,0.6507633699457092,0.4450851800894364
1,42,0,1,14,15,0.1206942878147558,0.08254803713410984
1,43,0,1,18,19,0.4939413448236544,0.33782782278110646
1,44,0,2,28,30,0.3847661685542576,0.26315820363027087
1,45,0,1,36,37,0.45226541444382057,0.309323853696229
1,46,0,1,16,17,0.13662643027932905,0.0934447175951609
1,47,0,0,9,9,2.148781348746825,1.469644386498876
1,48,0,1,38,39,0.4971116574774726,0.3399961365547938
1,49,0,2,8,10,1.7662371883812045,1.2080059102541252
1,50,0,3,14,17,2.000439360028111,1.3681868924035918
1,51,0,2,14,16,2.8178747999919644,1.9272663010036062
1,52,0,1,12,13,0.8377930468493472,0.5730028553477561
1,53,0,0,14,14,2.615510657596333,1.7888607223839643
1,54,0,2,7,9,3.0170005614091706,2.063457010981977
1,55,0,1,1,2,0.16119912808400869,0.11025104710413673
1,56,0,2,13,15,1.0639111611699426,0.7276548014802836
1,57,0,1,15,16,0.14333769086537113,0.09803483861997347
1,58,0,1,2,3,0.08452380952380953,0.05780948455486749
1,59,0,1,25,26,0.8016376782285201,0.5482746369246089
1,60,0,1,24,25,0.8547839903542973,0.5846236955779323
1,61,0,1,23,24,1.1752544808281449,0.8038073075532071
1,62,0,1,22,23,1.2296950072237487,0.8410415352525511
1,63,0,1,21,22,1.6715769570313124,1.1432636889438055
1,64,0,1,20,21,1.9204537842821878,1.313481301970004
1,65,0,2,12,14,2.1384359617635913,1.4625687294456655
1,66,0,2,11,13,2.3432025295963284,1.6026174306006382
1,67,0,2,10,12,2.563228216310223,1.7531025023149938
1,68,0,1,19,20,0.5172338131580808,0.3537585480525989
1,69,0,1,17,18,0.17991957617309495,0.1230547702297654
1,70,0,0,2,2,0.22900196952797774,0.15662433928433755
1,71,0,0,1,1,2.7434815558907544,1.8763855477568667
1,72,0,0,3,3,0.11817038941140025,0.08082183398982615
1,73,0,0,11,11,9.284065259528052,6.349773279869546
2,0,2,0,0,2,0.00093195324178108,0.000637403080151348
2,1,1,0,1,2,1.7997099776232421,1.2308993967592596
2,3,1,1,1,3,0.16670970518685901,0.114019968828209
2,4,1,1,2,4,0.40911177841417684,0.2798092178841821
2,5,1,0,4,5,0.6632815234728707,0.453646886040232
2,6,1,0,3,4,1.3214375458388896,0.9037882204643948
2,7,1,0,2,3,0.6794006973956321,0.46467148539483877
2,8,1,0,3,4,5.918183563747823,4.047701390280765
2,9,1,0,4,5,10.027799419028664,6.858445199045962
2,10,1,0,5,6,9.351870187000728,6.39614799877489
2,11,1,0,7,8,0.1262425766824771,0.08634275156323325
2,12,1,0,6,7,0.005142781846226701,0.003517370660213184
2,13,1,1,26,28,0.2769957280567302,0.18944934395496124
2,14,1,1,7,9,0.4999971094840719,0.341969621826566
2,15,0,1,0,1,0.058333333333333334,0.03989668652378178
2,16,1,1,6,8,0.005437180487988473,0.003718722608614268
2,17,1,1,25,27,0.6886383201430107,0.4709894946344466
2,18,1,1,30,32,1.272805032096283,0.8705263435103556
2,19,1,1,31,33,2.176838277230487,1.4888337318794387
2,20,1,1,28,30,1.2853707720510228,0.8791205958745892
2,21,1,1,29,31,1.0413641652763443,0.712233937013657
2,22,1,2,26,29,1.0289374838536172,0.703734792786455
2,23,1,1,34,36,1.3134933410354404,0.8983548356291274
2,24,1,1,33,35,1.1956699946519989,0.8177703593575308
2,25,1,1,8,10,0.4712495144721239,0.32230789977220614
2,26,1,1,27,29,3.3972454323395627,2.323522903858304
2,27,1,2,14,17,0.23440775479159404,0.1603215893428069
2,28,1,0,9,10,1.010888155807368,0.6913900776488646
2,29,1,1,10,12,1.0151756659086453,0.6943224910170626
2,30,1,3,12,16,0.3371654720690652,0.2306020310705554
2,31,1,0,11,12,0.562294557401062,0.3845775375541508
2,32,1,1,7,9,0.515103635022456,0.3523016272071674
2,33,1,2,8,11,0.4465295708553723,0.30540086249169596
2,34,1,1,38,40,2.058944140662669,1.408200839142785
2,35,1,1,36,38,0.9635496120793529,0.6590132026841397
2,36,1,2,15,18,0.8188726426966173,0.5600623736325894
2,37,1,0,12,13,1.4848359736535524,1.0155434636586873
2,38,1,1,3,5,0.19710699120222908,0.13480998582241965
2,39,1,1,32,34,0.8546583427195497,0.5845377597328583
2,40,1,1,9,11,0.8615796316607545,0.5892715282224771
2,41,1,1,12,14,1.5873338923296165,1.0856462179002702
2,42,1,1,13,15,0.7053928771338077,0.48244865991627506
2,43,1,1,17,19,2.766243336148752,1.8919533125284644
2,44,1,2,27,30,1.055273919706718,0.7217474189359098
2,45,1,1,35,37,2.5592593994101867,1.75038805699389
2,46,1,1,15,17,2.234804345994529,1.5284792302993524
2,47,1,0,8,9,1.0230163732805062,0.6996850894880312
2,48,1,1,37,39,2.215152364962736,1.5150383915542651
2,49,1,2,7,10,0.3180793663999057,0.21754821893040285
2,50,1,3,13,17,0.39277672978196987,0.2686369724905268
2,51,1,2,13,16,0.33181818181818185,0.22694478827813533
2,52,1,1,11,13,1.5371629134497122,1.0513321181809077
2,53,1,0,13,14,3.9396878048901285,2.6945226746274415
2,54,1,2,6,9,0.11277173598360139,0.07712946170195019
2,55,1,1,2,4,1.1886045833867087,0.812938019384739
2,56,1,2,12,15,0.17975430709409262,0.12294173556741629
2,57,1,1,14,16,1.4513052684561305,0.9926103659298379
2,58,1,1,3,5,1.3809544334960115,0.9444943909168635
2,59,1,1,24,26,1.971218488094641,1.3482014758181997
2,60,1,1,23,25,1.569170332445322,1.0732233746741051
2,61,1,1,22,24,1.5934060753362176,1.0897992461619173
2,62,1,1,21,23,1.1923856118159195,0.8155240280586428
2,63,1,1,20,22,1.0973246977749744,0.7505077625474013
2,64,1,1,19,21,0.8510057450224554,0.5820395903845419
2,65,1,2,11,14,0.6378306715431804,0.43623994899105417
2,66,1,2,10,13,0.44268519847514615,0.30277153015338903
2,67,1,2,9,12,0.15429330384404602,0.10552785559173461
2,68,1,1,18,20,2.768890689404376,1.893763951779162
2,69,1,1,16,18,2.6420199566866662,1.8069915771686307
2,70,1,0,1,2,0.020202308534863316,0.01381723149723708
2,71,1,0,0,1,0.02715518986740276,0.018572607388003603
2,72,1,0,2,3,2.0209079071769014,1.3821862159897498
2,73,1,0,10,11,5.396914122474728,3.6911827018310586
3,0,2,0,0,2,0.0009011280152243382,0.0006163203761349101
3,1,1,0,2,3,1.7353807327922761,1.1869018473535569
3,2,1,1,1,3,0.15281722975462075,0.1045183047591916
3,4,0,0,1,1,0.22727272727272727,0.15544163580694204
3,5,1,0,5,6,0.6224600393300617,0.42572730964684036
3,6,1,0,4,5,1.2500042165555465,0.8549318808226642
3,7,1,0,3,4,0.6527317745546902,0.4464314570317762
3,8,1,0,2,3,5.718181818181818,3.9109115569026613
3,9,1,0,3,4,9.72223214285208,6.6494545391109385
3,10,1,0,4,5,9.080255306288139,6.210378848758012
3,11,1,0,6,7,0.12334887775192595,0.0843636258639235
3,12,1,0,5,6,0.004851304612982641,0.0033180167892950564
3,13,1,1,25,27,0.26407179781092294,0.1806101097777236
3,14,1,1,6,8,0.4904160829777998,0.3354167439220498
3,15,1,2,1,4,0.37006005518624197,0.25310005742980946
3,16,1,1,5,7,0.0045535923786306455,0.003114398531782435
3,17,1,1,24,26,0.669123757132934,0.4576426420105332
3,18,1,1,29,31,1.2286403819027099,0.840320231438262
3,19,1,1,30,32,2.1105848505536544,1.4435201513894054
3,20,1,1,27,29,1.2315252629984677,0.8422933262394476
3,21,1,1,28,30,1.0018070897768063,0.6851791443107547
3,22,1,2,25,28,0.9805830968747846,0.6706631387405559
3,23,1,1,33,35,1.268125958326126,0.8673261228344196
3,24,1,1,32,34,1.1503872574111247,0.7867995392551663
3,25,1,1,7,9,0.42901794354793693,0.29342390411673513
3,26,1,1,26,28,3.2923780132065112,2.2517995458975713
3,27,1,2,13,16,0.2393480866608419,0.16370049571842116
3,28,1,0,8,9,0.9597777624522296,0.6564334717894852
3,29,1,1,9,11,0.9525754563287886,0.651507503509681
3,30,1,3,11,15,0.27500789130091846,0.1880897765279828
3,31,1,0,10,11,0.5629286438338613,0.385011216656523
3,32,1,1,6,8,0.4552398902712136,0.31135822620465303
3,33,1,2,7,10,0.3770538621793858,0.2578834241477516
3,34,1,1,37,39,1.9965712864399403,1.3655413497853377
3,35,1,1,35,37,0.9056620591766549,0.619421404653492
3,36,1,2,14,17,0.737585610521184,0.5044666609271294
3,37,1,0,11,12,1.4824147993257302,1.0138875179470892
3,38,0,0,2,2,0.13097188674138463,0.0895773310071304
3,39,1,1,31,33,0.8192330414983432,0.5603088659414351
3,40,1,1,8,10,0.7992265499980388,0.5466255621729491
3,41,1,1,11,13,1.5078406889898022,1.0312773822245018
3,42,1,1,12,14,0.6761229342525088,0.46242968158991765
3,43,1,1,16,18,2.684867158689226,1.836296629512355
3,44,1,2,26,29,1.0065841700628673,0.6884463958765589
3,45,1,1,34,36,2.4814162605583263,1.6971477717001777
3,46,1,1,14,16,2.1516235167972337,1.4715882680032484
3,47,1,0,7,8,0.9750645455843194,0.6668887631251085
3,48,1,1,36,38,2.1290692802255164,1.456162451324077
3,49,1,2,6,9,0.24756634966082056,0.16932132079293788
3,50,1,3,12,16,0.3242565842277681,0.22177308504355728
3,51,1,2,12,15,0.34873591087983774,0.23851555398785806
3,52,1,1,10,12,1.4528142960124757,0.9936424550619166
3,53,1,0,12,13,3.8744630595735456,2.649912653756198
3,54,1,2,5,8,0.15613341479051945,0.10678638695631341
3,55,1,1,3,5,1.140355621616311,0.7799384701929992
3,56,1,2,11,14,0.14697383164884315,0.10052175237416525
3,57,1,1,13,15,1.3950049427401898,0.9541041411365402
3,58,1,1,4,6,1.3285719619387906,0.9086677558244173
3,59,1,1,23,25,1.8735658311861543,1.281412605402903
3,60,1,1,22,24,1.4838107994368388,1.0148423027268618
3,61,1,1,21,23,1.496003724745206,1.0231815710497614
3,62,1,1,20,22,1.1073874278152172,0.7573900983072128
3,63,1,1,19,21,1.0007097489254253,0.6844286255000583
3,64,1,1,18,20,0.7553915740632908,0.5166449285675865
3,65,1,2,10,13,0.5442447681565863,0.3722325069831706
3,66,1,2,9,12,0.3545174146042096,0.24246977413175536
3,67,1,2,8,11,0.17807321371965085,0.12179196318951956
3,68,1,1,17,19,2.688157509896022,1.8385470428377961
3,69,1,1,15,17,2.544068113351114,1.7399980802317432
3,70,1,0,0,1,0.012922857168060917,0.008838500253012563
3,71,1,0,1,2,0.09813816043294914,0.0671209272482396
3,72,1,0,1,2,1.9445382231849981,1.329953690124403
3,73,1,0,9,10,5.120397803293743,3.5020612463155087
4,0,2,0,0,2,0.0008630459702540567,0.0005902744205286721
4,1,1,0,2,3,1.6549714059883434,1.1319064352663886
4,2,1,1,1,3,0.3437675360285792,0.2351174678054586
4,3,0,0,1,1,0.20833333333333334,0.1424881661563635
4,5,1,0,5,6,0.5714406186234586,0.39083292391158986
4,6,1,0,4,5,1.1607188266190351,0.7938657457349395
4,7,1,0,3,4,0.6193986834901044,0.4236335161448199
4,8,1,0,2,3,5.468181818181818,3.739925757515025
4,9,1,0,3,4,9.34028810408351,6.388226511950194
4,10,1,0,4,5,8.740749459436259,5.978176134275032
4,11,1,0,6,7,0.11971562277674097,0.08187868583867906
4,12,1,0,5,6,0.004486361363011153,0.0030684163359850684
4,13,1,1,25,27,0.24788522352482026,0.16953941240309714
4,14,1,1,6,8,0.47838361041563937,0.32718721616344654
4,15,1,2,1,4,0.8265137627408269,0.5652884657084934
4,16,1,1,5,7,0.003815465363136104,0.002609561580606658
4,17,1,1,24,26,0.6446864473786257,0.44092891023763836
4,18,1,1,29,31,1.1733409160230261,0.8024985379216738
4,19,1,1,30,32,2.0276243070594986,1.3867798520014811
4,20,1,1,27,29,1.1640947547685114,0.7961746888281932
4,21,1,1,28,30,0.9522723806430163,0.6513002169560541
4,22,1,2,25,28,0.9200275089821776,0.6292465563277332
4,23,1,1,33,35,1.211297549519614,0.8284587192035844
4,24,1,1,32,34,1.0936617027851385,0.7480024820414413
4,25,1,1,7,9,0.3761827918525478,0.2572876615231226
4,26,1,1,26,28,3.1611191310025157,2.16202592629606
4,27,1,2,13,16,0.25869925528988763,0.1769355958669105
4,28,1,0,8,9,0.9008721261260297,0.6161453625267945
4,29,1,1,9,11,0.8742355261038303,0.5979274411357365
4,30,1,3,11,15,0.2248649285929469,0.15379483827883508
4,31,1,0,10,11,0.5641021010093729,0.3858137947093309
4,32,1,1,6,8,0.38044466119299325,0.2602025380673695
4,33,1,2,7,10,0.2907031555759425,0.19882444576264363
4,34,1,1,37,39,1.9184133806168695,1.3120857817628522
4,35,1,1,35,37,0.8333668974722173,0.5699756205899253
4,36,1,2,14,17,0.6439814660669781,0.4404467430651367
4,37,1,0,11,12,1.4804005388122163,1.0125098781707769
4,38,0,0,1,1,0.09104258187616189,0.06226795456163944
4,39,1,1,31,33,0.7748548809326752,0.5299567249027406
4,40,1,1,8,10,0.7211973712727858,0.4932580361733566
4,41,1,1,11,13,1.4083732279223198,0.9632472888497737
4,42,1,1,12,14,0.6395015420014422,0.4373827294749704
4,43,1,1,16,18,2.5830757869760625,1.7666771132597983
4,44,1,2,26,29,0.9455953071713099,0.6467334779755354
4,45,1,1,34,36,2.3839078383261074,1.630457549610565
4,46,1,1,14,16,2.047558717095577,1.4004138561428405
4,47,1,0,7,8,0.9220909586971943,0.6306578387238064
4,48,1,1,36,38,2.0211966752396955,1.3823837169419677
4,49,1,2,6,9,0.1628738939050212,0.1113964917949084
4,50,1,3,12,16,0.24966259370976657,0.17075503265062028
4,51,1,2,12,15,0.40279242239296165,0.2754871373205719
4,52,1,1,10,12,1.3472660240817218,0.9214534324616623
4,53,1,0,12,13,3.792540573283297,2.593882326531555
4,54,1,2,5,8,0.2663912396828713,0.18219647626815666
4,55,1,1,3,5,1.080048868988294,0.7386920769667034
4,56,1,2,11,14,0.11487334850876553,0.0785668452924232
4,57,1,1,13,15,1.3245674619322834,0.9059289052853756
4,58,1,1,4,6,1.263095799111226,0.8638857796567926
4,59,1,1,23,25,1.7513234108562774,1.197805733566169
4,60,1,1,22,24,1.3769545101943386,0.9417586705839602
4,61,1,1,21,23,1.3740756691373683,0.9397897068262162
4,62,1,1,20,22,1.0010103843371363,0.6846342430448409
4,63,1,1,19,21,0.8799117335284378,0.6018096445916828
4,64,1,1,18,20,0.6362586077562152,0.4351647466578438
4,65,1,2,10,13,0.42909426813216406,0.2934761057969232
4,66,1,2,9,12,0.2530308939454159,0.17305875868410056
4,67,1,2,8,11,0.2537992563030869,0.17358427489188352
4,68,1,1,17,19,2.5871521014217547,1.7694650807960066
4,69,1,1,15,17,2.421497460698311,1.6561667161305278
4,70,1,0,0,1,0.00897658762545078,0.00613947604364346
4,71,1,0,1,2,0.2184536987439168,0.1494099212356579
4,72,1,0,1,2,1.8490569548554698,1.2646499261569237
4,73,1,0,9,10,4.796833506367756,3.280761646462756
5,0,1,0,0,1,0.0006052228542243757,0.00041393805414888685
5,1,0,0,3,3,0.7543987147025402,0.5159658691616766
5,2,0,1,4,5,2.4826995913324814,1.6980254970533686
5,3,0,1,5,6,2.5417118272644186,1.7383865143912645
5,4,0,1,6,7,2.5455082102317705,1.7409830246970819
5,6,0,0,1,1,0.16074707785617243,0.10994187042585696
5,7,0,0,2,2,0.24606060606060606,0.16829147770031588
5,8,0,0,7,7,2.6682437657358875,1.8249271729817096
5,9,0,0,8,8,5.062519051937936,3.462475468042985
5,10,0,0,9,9,4.938287037012924,3.3775078265170255
5,11,0,0,11,11,0.0820647677586378,0.0561276396670856
5,12,0,0,10,10,0.0008757677865790431,0.0005989754202646338
5,13,0,1,30,31,0.07306714308058844,0.049973775474420834
5,14,0,1,11,12,0.3588412657355359,0.24542704270024718
5,15,0,2,4,6,5.958356643311047,4.0751774947726895
5,16,0,1,10,11,0.018341605612006515,0.012544616390486754
5,17,0,1,29,30,0.3723465861661576,0.25466391473951133
5,18,0,1,34,35,0.5583255096784292,0.38186293436350255
5,19,0,1,35,36,1.1034059050812752,0.7546669629174404
5,20,0,1,32,33,0.42106548645134295,0.2879848751817071
5,21,0,1,33,34,0.4032598115797937,0.27580680497551435
5,22,0,2,30,32,0.26241283091182965,0.17947547065212724
5,23,0,1,38,39,0.5822106010953233,0.39819898016096017
5,24,0,1,37,38,0.46927516877390574,0.3209575594622967
5,25,0,1,12,13,0.22805126130346445,0.1559741088613263
5,26,0,1,31,32,1.695711600887054,1.1597704144342451
5,27,0,2,18,20,0.8593941214837193,0.5877767634037164
5,28,0,0,13,13,1.0548930199919149,0.7214869051670211
5,29,0,1,14,15,0.07619791630339764,0.05211504652323458
5,30,0,3,16,19,1.2520157358347288,0.8563076457504027
5,31,0,0,15,15,0.6438269328176326,0.4403410511004516
5,32,0,1,11,12,0.4792121678030752,0.3277539023523635
5,33,0,2,12,14,0.7176331921972283,0.49082034013977704
5,34,0,1,42,43,1.0535058474526804,0.7205381579449828
5,35,0,1,40,41,0.2947489253794587,0.20159152249861392
5,36,0,2,19,21,1.1778923034045035,0.8056114283606527
5,37,0,0,16,16,1.6407849267208845,1.1222036892742182
5,38,0,1,7,8,1.1523355540296987,0.7881320634742507
5,39,0,1,36,37,0.2912086075587787,0.1991701462079929
5,40,0,1,13,14,0.17590141356618952,0.12030657524812047
5,41,0,1,16,17,0.3042237928763444,0.20807179367080164
5,42,0,1,17,18,0.23072157342659672,0.15780045067327936
5,43,0,1,21,22,1.444079963511401,0.9876686677626616
5,44,0,2,31,33,0.29392754811122046,0.20102974710337976
5,45,0,1,39,40,1.3007185023858852,0.8896175716349584
5,46,0,1,19,20,0.8845021407325786,0.6049492223729418
5,47,0,0,12,12,1.2380294882953673,0.8467418468865984
5,48,0,1,41,42,0.8549268974596599,0.5847214359205266
5,49,0,2,11,13,0.8998910979975113,0.6154743950116887
5,50,0,3,17,20,1.0336971305974136,0.7069901207996182
5,51,0,2,17,19,1.6608427861572503,1.1359221257931456
5,52,0,1,15,16,0.18733967504550084,0.12812969637869986
5,53,0,0,17,17,3.0071548014693223,2.0567230704464023
5,54,0,2,10,12,1.7544586059522749,1.1999500289250704
5,55,0,1,2,3,0.4046067489156384,0.2767280336038922
5,56,0,2,16,18,0.5631727895828834,0.3851781984807774
5,57,0,1,18,19,0.5376443738339673,0.36771821218506423
5,58,0,1,3,4,0.5297739431483982,0.36233528465587606
5,59,0,1,28,29,0.40834184749210467,0.27928262886744704
5,60,0,1,27,28,0.22664667078716655,0.15501344873236036
5,61,0,1,26,27,0.17669211988538663,0.12084737345639557
5,62,0,1,25,26,0.26292573827538496,0.17982627015440447
5,63,0,1,24,25,0.5407224976966523,0.3698234740621655
5,64,0,1,23,24,0.7813201499117779,0.5343786016413324
5,65,0,2,15,17,0.9956508181376457,0.6809686042008775
5,66,0,2,14,16,1.1983135803545935,0.8195784218159625
5,67,0,2,13,15,1.4924360794985119,1.0207415043520116
5,68,0,1,22,23,1.4574192070320577,0.996791952629085
5,69,0,1,20,21,1.053084216947863,0.7202497866293331
5,70,0,0,5,5,0.12562092149728105,0.08591757472809639
5,71,0,0,4,4,1.5919701696470063,1.088817168233457
5,72,0,0,6,6,0.7799487620180295,0.5334406502202
5,73,0,0,14,14,5.2068331172711035,3.56117809133847
6,0,1,0,0,1,0.0006047273064730442,0.00041359912763530224
6,1,0,0,2,2,0.6096508757880754,0.41696656937598636
6,2,0,1,3,4,2.8264080841554025,1.9331025826599557
6,3,0,1,4,5,2.916676505296275,1.994841055252883
6,4,0,1,5,6,2.9545570132120895,2.0207491709616643
6,5,0,0,1,1,0.09185547306066996,0.06282392595763255
6,7,0,0,1,1,0.18606455429627888,0.12725758621621397
6,8,0,0,6,6,2.218200447015665,1.5171231065399418
6,9,0,0,7,7,4.375,2.992251489283634
6,10,0,0,8,8,4.327160493827161,2.959531984462543
6,11,0,0,10,10,0.07667753539804649,0.052443078740435
6,12,0,0,9,9,0.0009159718866713741,0.0006264727410364249
6,13,0,1,29,30,0.0503002605674357,0.03440252105011756
6,14,0,1,10,11,0.34263143907238575,0.2343404420205122
6,15,0,2,3,5,6.783415232920819,4.639470704716939
6,16,0,1,9,10,0.02131522251484179,0.01457840144330226
6,17,0,1,28,29,0.3287572868168918,0.22485130996358657
6,18,0,1,33,34,0.460607168171626,0.31502913941400346
6,19,0,1,34,35,0.9556871479210971,0.6536357238071158
6,20,0,1,31,32,0.30814033307595473,0.21075048469825847
6,21,0,1,32,33,0.3171441302284725,0.21690857051284787
6,22,0,2,29,31,0.17467430008765203,0.11946729933185216
6,23,0,1,37,38,0.48328506404088256,0.3305395320285411
6,24,0,1,36,37,0.3732380482011447,0.2552736241342153
6,25,0,1,11,12,0.3218353032688902,0.2201170664023741
6,26,0,1,30,31,1.4607511318455229,0.9990707999400045
6,27,0,2,17,19,0.9701458359088054,0.6635246451018146
6,28,0,0,12,12,1.1887540469512279,0.8130402439729733
