source,destination,hamming_distance,fitts_ratio
0,1,1,1.1614040976895261
0,2,5,3.4232325263972285
0,3,6,3.610915531187356
0,4,7,3.7727091687127294
0,5,2,0.5939246123705618
0,6,4,1.0385170520494775
0,7,4,0.4462997547326014
0,8,8,3.8096061704005204
0,9,9,6.51627976733449
0,10,10,6.121294047580841
0,11,15,0.05849614480133854
0,12,16,0.00018331819388100494
0,13,14,0.0034697022857740544
0,14,39,0.15886780985797688
0,15,16,0.2378436836977153
0,16,6,8.253391558760692
0,17,7,5.690183544975523
0,18,8,8.337989332908892
0,19,5,1.1180859280925863
0,20,3,0.2867428347617378
0,21,15,0.024856349070270563
0,22,37,0.006071486805931985
0,23,38,0.412076786994975
0,24,41,0.7294027450267835
0,25,43,1.2793945135867109
0,26,42,0.7302143006398981
0,27,40,0.5882250840238796
0,28,40,0.6058317412990442
0,29,45,0.722638184834261
0,30,44,0.6429243964214524
0,31,18,0.6248727371377982
0,32,38,2.0453146374827362
0,33,25,1.0073281676977517
0,34,19,0.9067456781169903
0,35,23,0.8397181256899514
0,36,24,1.716774116782856
0,38,17,0.9661775995241347
0,39,18,1.226302955474551
0,40,39,1.1397328414709014
0,41,48,0.6145264411834371
0,42,26,1.565047778130353
0,43,17,1.0532947940952597
0,44,14,1.634458334323403
0,45,46,0.45541358521478986
0,46,21,0.8637613302786685
0,47,16,1.0871738913086948
0,48,25,0.4394946593026536
0,49,27,1.745108782833661
0,50,41,0.5776884338718684
0,51,47,1.4620464149225068
0,52,28,1.3698982907155617
0,53,18,1.0975687304472352
0,54,40,1.0921172098268577
0,55,17,1.3798070586815334
0,56,22,1.4823460863277023
0,57,24,2.0431413687977056
0,58,19,1.1337888123481892
0,59,18,1.968016260095429
0,60,16,2.343552551595868
0,61,5,0.787098186584568
0,62,23,0.7878083908831303
0,63,15,1.7682081325454877
0,64,22,0.8174234851820079
0,65,26,0.892635513020769
0,66,20,0.5908461504941189
0,67,6,0.897622994812592
0,68,24,1.4689388176503473
0,69,36,1.2807618688126967
0,70,35,1.0972756374142691
0,71,34,1.254029299902022
0,72,33,1.1318034972971855
0,73,32,1.3867357043013582
0,74,31,1.5118727221131738
0,75,21,1.6448954382786456
0,76,20,1.7852133784064375
0,77,19,1.9533447098644816
0,78,30,1.7338798137349396
0,79,29,1.5933075741453944
0,80,13,0.17842613537419097
0,81,12,2.1800769187100597
0,82,11,1.2953029479796427
0,83,17,4.3598359985945025
1,0,1,0.0007509390541232015
1,2,4,4.2743111968552
1,3,5,4.496213716779988
1,4,6,4.677687775603417
1,5,1,0.47867228279827223
1,6,3,0.6769499984400058
1,7,3,0.0666914554464694
1,8,7,0.3227592813832133
1,9,8,1.4791829680896207
1,10,9,1.7530972873945885
1,11,14,0.05928539353524289
1,12,15,0.0014075755646214465
1,13,13,0.003315464142794885
1,14,38,0.09965661707348195
1,15,15,0.29355934143962753
1,16,5,10.258417952534831
1,17,6,7.065498756332561
1,18,7,10.291009475899722
1,19,4,0.7325195687337818
1,20,2,0.043153294700656666
1,21,14,0.03399800274981495
1,22,36,0.00423374739951216
1,23,37,0.1505735473980088
1,24,40,0.11866430045480537
1,25,42,0.3614200133901989
1,26,41,0.28055131127186583
1,27,39,0.13134057971014493
1,28,39,0.3698514883798498
1,29,44,0.15983729248659226
1,30,43,0.18561845293354978
1,31,17,0.7230246782893457
1,32,37,0.49965648326453843
1,33,24,1.4460600807620936
1,34,18,1.8681382962097601
1,35,22,0.749127383516778
1,36,23,2.3167987447361744
1,38,16,1.1864942137031003
1,39,17,1.5470995991257268
1,40,38,0.39647883721300325
1,41,47,0.8364501896425671
1,42,25,2.365390502726863
1,43,16,1.9677835555479446
1,44,13,2.10574040688298
1,45,45,0.20364617108391173
1,46,20,0.8973058739978849
1,47,15,0.6507633699457092
1,48,24,0.1206942878147558
1,49,26,0.4939413448236544
1,50,40,0.3847661685542576
1,51,46,0.45226541444382057
1,52,27,0.13662643027932905
1,53,17,2.148781348746825
1,54,39,0.4971116574774726
1,55,16,1.7662371883812045
1,56,21,2.000439360028111
1,57,23,2.8178747999919644
1,58,18,0.8377930468493472
1,59,17,2.615510657596333
1,60,15,3.0170005614091706
1,61,4,0.16119912808400869
1,62,22,1.0639111611699426
1,63,14,2.2781957773641848
1,64,21,0.8486400412715507
1,65,25,0.14333769086537113
