source,destination,hamming_distance,fitts_ratio
18,91,31,4.392342067511248
18,92,32,4.323445203802734
18,93,33,5.575448357801395
18,94,34,4.221943472218452
18,95,35,4.144669737573515
18,96,36,5.3839580746973175
18,97,37,4.030144512553073
18,98,38,3.7140393870609762
23,18,8,6.157727312607123
23,24,1,4.114660982580122
23,27,5,4.84108308845248
23,38,11,3.253206167319061
23,39,12,4.7215576422822405
23,40,13,3.452390454286348
23,41,14,3.4587495800158523
23,42,15,3.4779373860740375
23,43,16,4.766604797593145
23,44,17,3.3127570604862213
23,130,10,3.674235506479633
23,131,11,3.886728749709148
23,132,12,5.173864778348253
23,133,13,3.8895373685123356
23,134,14,5.183886602244274
23,135,15,3.6873274675766403
23,137,12,3.374057302224024
23,138,13,3.3576829997285302
23,139,14,4.614803027630005
23,140,15,3.359949606793022
23,141,16,3.379435791447455
23,142,17,4.663707398722279
23,143,18,3.4289238404241957
23,144,19,3.2684669476160684
23,100,7,3.732630953640889
23,101,8,3.946409530321972
23,102,9,3.946988861090676
23,103,10,5.241364445349109
23,104,11,3.9585080736676432
23,105,12,3.9741659300415018
23,106,13,3.9955560531353917
23,107,14,4.022158006524688
23,108,15,5.337247849823998
23,109,16,4.066763725572856
23,110,17,4.1033504321807035
23,111,18,4.143035202095692
23,112,19,4.185219447101369
23,113,20,5.515776089340412
23,114,21,4.247115915813985
23,115,22,4.293159868056112
23,116,23,5.629334270902252
23,117,24,4.358675464750748
23,118,25,5.697365228636614
23,119,26,4.424995426844835
23,120,27,5.7657450450730705
23,121,28,4.491416455156983
23,122,29,4.538862613933924
23,123,30,4.585932757920429
23,124,31,4.632507518324922
23,125,32,4.678494098789054
23,126,33,4.723821829496609
23,127,34,6.070085077663424
23,128,35,4.5619292717856
23,67,3,2.426437279954878
23,47,9,3.7585675050899776
23,48,10,3.97289172045207
23,49,11,5.2636414018023805
23,50,12,3.9753742773096756
23,51,13,3.9845432675012513
23,52,14,5.286339881502619
23,53,15,4.007103984010132
23,54,16,5.315352548255167
23,55,17,4.040058178853119
23,56,18,5.354423510971524
23,57,19,4.081976679551663
23,58,20,5.401929443037485
23,59,21,4.131257419812581
23,60,22,4.17027520814335
23,61,23,5.498318929265613
23,62,24,4.228502074880764
23,63,25,5.560356757154974
23,64,26,4.070075553451909
23,69,8,3.809096980459613
23,70,9,4.024442059359123
23,71,10,5.317247645370336
23,72,11,4.026748185205845
23,73,12,4.035270664169931
23,74,13,4.049314462615963
23,75,14,4.068552360067828
23,76,15,5.38015348389156
23,77,16,4.10319169172663
23,78,17,4.133015530372399
23,79,18,5.453836526006209
23,80,19,4.1803306326947585
23,81,20,5.505774911551705
23,82,21,4.233061901266946
23,83,22,5.562530682329658
23,84,23,4.289857775536958
23,85,24,5.622768175553943
23,86,25,4.349520733150268
23,87,26,5.685335117754087
23,88,27,4.411034346866765
23,89,28,4.455866741190855
23,90,29,5.7955915400707125
23,91,30,4.518709393902724
23,92,31,4.563835022322828
23,93,32,5.906383937088735
23,94,33,4.626356677934671
23,95,34,4.670833742920628
23,96,35,6.015405550382107
23,97,36,4.732007655437306
23,98,37,4.551418533246474
24,18,8,6.021279505361288
24,23,1,4.114660982580122
24,27,5,4.028189263073776
24,38,11,1.1846535197374573
24,39,12,1.4959269609334334
24,40,13,0.05648612278833975
24,41,14,0.9875333381748752
24,42,15,1.5765050051100762
24,43,16,2.966944963585441
24,44,17,1.978030895419016
24,130,10,2.178114784950851
24,131,11,2.29181133578528
24,132,12,3.444986618522101
24,133,13,2.32121463134315
24,134,14,3.5545033021121824
24,135,15,2.291725760636175
24,137,12,1.4478902019855089
24,138,13,0.9250352857244715
24,139,14,1.4587343810324698
24,140,15,1.0368576816620314
24,141,16,1.549422756186748
24,142,17,2.9248384314799405
24,143,18,2.093445911068363
24,144,19,2.227020872614235
24,100,7,2.329042350041621
24,101,8,2.464329518662211
24,102,9,2.469474507721141
24,103,10,3.690741927013705
24,104,11,2.5649155131541304
24,105,12,2.677720656138056
24,106,13,2.8091980179080682
24,107,14,2.9473948974680853
24,108,15,4.281171384795813
24,109,16,3.138035340411971
24,110,17,3.2689554121039683
24,111,18,3.3933336062742625
24,112,19,3.510844027026761
24,113,20,4.861905320095361
24,114,21,3.663382903035274
24,115,22,3.765418813128329
24,116,23,5.118180421349859
24,117,24,3.8980911330666017
24,118,25,5.2511891288387424
24,119,26,4.020893191427842
24,120,27,5.374097979050713
24,121,28,4.134977080266475
24,122,29,4.212080807689519
24,123,30,4.285550768686807
24,124,31,4.355685766556292
24,125,32,4.422753634391982
24,126,33,4.486994407784129
24,127,34,5.839685756190095
24,128,35,4.3511730412472005
24,67,3,3.3923580990632773
24,47,9,2.393798224616925
24,48,10,2.536874974171623
24,49,11,3.722849435863307
24,50,12,2.55715383428652
24,51,13,2.6275967325216474
24,52,14,3.90304758739847
24,53,15,2.777384181800481
24,54,16,4.08693662426967
24,55,17,2.955202484493704
24,56,18,4.284620957828065
24,57,19,3.1376870067693097
24,58,20,4.478011132629737
24,59,21,3.3135372274854635
24,60,22,3.433140983775678
24,61,23,4.781889203775784
24,62,24,3.589507848164361
24,63,25,4.940343981452912
24,64,26,3.525171488444547
24,69,8,2.516084389728074
24,70,9,2.671941836481965
24,71,10,3.8733942840163467
24,72,11,2.6885001048295667
24,73,12,2.7467601363260514
24,74,13,2.8341538108668716
24,75,14,2.9401782445857267
24,76,15,4.2558488105828784
24,77,16,3.102453468432303
24,78,17,3.221419392149637
24,79,18,4.559619171301425
24,80,19,3.383500520214223
24,81,20,4.727821198714876
24,82,21,3.537562846311358
24,83,22,4.885429549428429
24,84,23,3.6820570937035138
24,85,24,5.031984998379197
24,86,25,3.81686574500915
24,87,26,5.167987225913215
24,88,27,3.942497853175169
24,89,28,4.02744794008221
24,90,29,5.379532532678
24,91,30,4.139080185194658
24,92,31,4.214810560803163
24,93,32,5.567183264771109
24,94,33,4.314705356822792
24,95,34,4.382745610798724
24,96,35,5.735111122234961
24,97,36,4.472857730223817
24,98,37,4.313856490686987
27,18,12,6.10310645039286
27,23,6,5.201566675740804
27,24,7,4.379920461113433
27,38,10,3.447154058458385
27,39,11,4.958575405646713
27,40,12,3.699831958760109
27,41,13,3.7340156726410925
27,42,14,3.7749483048097154
27,43,15,5.090729656452817
27,44,16,3.6262101332571026
27,130,9,2.9462089667163176
27,131,10,3.2051020336459564
27,132,11,4.499309366268816
27,133,12,3.294138444604366
27,134,13,4.605100596523372
27,135,14,3.195443137989296
